student_id,raw
651731635,20
711089427,20
453414440,22
327839322,20
594620547,19
299545255,22
878574235,22
303096640,21
423786874,21
808330825,21
865075436,21
121716200,20
192681162,21
589621273,20
710844963,20
980264135,23
271704214,21
560872629,24
139614390,21
288183203,21
880167426,19
493934669,21
856618641,20
303345390,22
889825079,20
396536423,19
681772917,18
779871192,18
106786934,22
976026346,21
392582445,19
355620339,20
742030620,18
762866370,22
834309375,19
613920173,22
584498154,22
399579387,20
103274218,20
420045150,23
385333825,22
971446342,20
423959707,19
721616263,18
879731719,22
365082614,21
474819522,20
786579512,21
623573698,21
239453295,20
810178988,21
740178871,20
995614338,18
647252100,20
768514454,20
442647218,20
561141008,21
442779925,22
174026189,24
242898097,18
102960042,20
129685988,21
814350187,21
446489624,19
847764383,23
211150207,20
459037275,21
838919734,21
196580019,20
961104024,20
710081221,23
324733372,19
844780009,23
195958365,19
679150470,21
209233566,19
124236099,20
690552775,22
579899447,21
317066621,20
804688478,22
315669950,19
132525496,20
895707951,22
774301332,19
884502568,20
945413118,21
881672468,18
687790655,21
314218397,20
904276140,23
743033636,19
164439860,23
689974766,21
498963655,19
194195534,19
612014772,20
714828848,21
234629724,18
297500263,20
122866687,19
313681858,20
888807355,22
306543277,22
995175916,20
873049706,20
130788925,22
610395019,24
976626235,20
465129949,21
317550140,22
307375306,20
139267396,18
130007278,19
309874544,18
964841181,23
674547463,22
107978739,20
264727101,21
501288964,22
749138029,19
279792425,21
267567515,20
271789763,17
106042337,19
778967335,22
575972387,21
670475972,20
264753709,20
555060978,20
293140010,23
899191707,20
173696145,20
159965418,19
702701999,21
688863857,21
123692565,21
567154082,20
601604112,22
341684496,24
879820476,22
326060649,22
193467768,23
116087055,18
669182460,21
946990160,18
110284505,22
111538749,18
613953486,20
909625839,18
967274306,20
903937373,20
541914188,19
385114044,21
392473888,22
331871159,18
149945471,19
812775074,20
203932676,21
142510157,21
550658855,22
763766182,23
854920641,20
602347547,20
394407482,21
783401438,20
673943784,19
713592278,19
302105373,20
412550024,21
631907805,21
262045574,19
617570714,20
242828044,19
213430325,22
282092883,21
222651898,19
800414124,21
818852307,19
850126986,19
887225910,18
472358198,21
441844416,22
346250447,18
728104305,21
905326790,22
807090917,22
222023218,21
170902168,21
763532694,21
247070937,22
994395423,22
254247666,21
823155483,21
944286017,20
948236500,18
958081174,21
756773373,19
283140184,21
813896272,19
867152247,21
904457846,21
781064756,18
310511889,19
141336954,18
253863724,19
513454548,19
159554670,21
997484998,20
234004596,20
545966593,22
444626182,20
310618102,20
268461912,20
577333720,19
567497707,22
892659141,20
797277940,23
413259234,20
394400923,21
901813880,20
427010201,21
360913571,19
831158532,22
341039592,23
621785534,22
895129614,22
811939685,21
449775128,19
627899712,20
748394806,21
925236185,22
380935555,17
523646149,21
524657812,22
707102606,21
511740065,22
317751883,20
563736332,22
613531978,20
821084772,18
283037943,21
704828690,21
482482593,19
914067583,22
274874675,20
342076732,22
881710683,21
857310853,21
298963405,19
