student_id,raw
651731635,15
711089427,16
453414440,12
327839322,13
594620547,15
299545255,13
878574235,14
303096640,16
423786874,14
808330825,17
865075436,14
121716200,10
192681162,11
589621273,17
710844963,13
980264135,15
271704214,13
560872629,11
139614390,17
288183203,14
880167426,15
493934669,12
856618641,11
303345390,14
889825079,13
396536423,13
681772917,18
779871192,10
106786934,14
976026346,14
392582445,12
355620339,13
742030620,16
762866370,11
834309375,13
613920173,13
584498154,16
399579387,13
103274218,15
420045150,14
385333825,13
971446342,14
423959707,12
721616263,9
879731719,16
365082614,11
474819522,17
786579512,14
623573698,13
239453295,17
810178988,15
740178871,15
995614338,15
647252100,12
768514454,13
442647218,11
561141008,13
442779925,15
174026189,11
242898097,14
102960042,16
129685988,14
814350187,13
446489624,14
847764383,14
211150207,16
459037275,13
838919734,14
196580019,13
961104024,11
710081221,15
324733372,16
844780009,12
195958365,14
679150470,15
209233566,16
124236099,11
690552775,13
579899447,14
317066621,14
804688478,15
315669950,14
132525496,12
895707951,10
774301332,12
884502568,16
945413118,16
881672468,10
687790655,15
314218397,12
904276140,15
743033636,15
164439860,14
689974766,16
498963655,13
194195534,15
612014772,17
714828848,11
234629724,15
297500263,15
122866687,12
313681858,14
888807355,11
306543277,18
995175916,14
873049706,16
130788925,15
610395019,13
976626235,13
465129949,14
317550140,17
307375306,16
139267396,15
130007278,11
309874544,16
964841181,16
674547463,17
107978739,11
264727101,12
501288964,14
749138029,16
279792425,15
267567515,14
271789763,12
106042337,14
778967335,15
575972387,13
670475972,11
264753709,16
555060978,16
293140010,15
899191707,11
173696145,17
159965418,11
702701999,16
688863857,15
123692565,13
567154082,14
601604112,15
341684496,15
879820476,13
326060649,12
193467768,12
116087055,13
669182460,14
946990160,15
110284505,13
111538749,15
613953486,18
909625839,12
967274306,14
903937373,17
541914188,12
385114044,11
392473888,10
331871159,10
149945471,12
812775074,18
203932676,15
142510157,13
550658855,13
763766182,17
854920641,12
602347547,17
394407482,14
783401438,15
673943784,17
713592278,15
302105373,15
412550024,15
631907805,14
262045574,12
617570714,13
242828044,15
213430325,16
282092883,16
222651898,10
800414124,15
818852307,15
850126986,18
887225910,14
472358198,17
441844416,13
346250447,15
728104305,15
905326790,13
807090917,13
222023218,17
170902168,13
763532694,13
247070937,15
994395423,9
254247666,17
823155483,16
944286017,14
948236500,14
958081174,16
756773373,13
283140184,12
813896272,16
867152247,15
904457846,13
781064756,17
310511889,14
141336954,14
253863724,13
513454548,13
159554670,11
997484998,10
234004596,13
545966593,18
444626182,13
310618102,18
268461912,13
577333720,17
567497707,16
892659141,15
797277940,14
413259234,14
394400923,12
901813880,19
427010201,17
360913571,16
831158532,14
341039592,16
621785534,17
895129614,15
811939685,18
449775128,16
627899712,17
748394806,15
925236185,13
380935555,16
523646149,12
524657812,15
707102606,13
511740065,14
317751883,13
563736332,13
613531978,14
821084772,13
283037943,14
704828690,16
482482593,14
914067583,14
274874675,15
342076732,14
881710683,10
857310853,14
298963405,12
