student_id,raw
741409505,23
166550819,26
842928803,27
121026116,18
243973181,23
648897404,15
441183872,32
940366015,25
996675949,28
613649044,42
697449950,19
816697185,26
309851373,24
230841602,21
112585242,35
639247849,22
772571191,20
439177775,34
825924223,27
778711926,28
778809645,25
213687024,28
930198107,29
147081110,29
476501511,33
692149055,17
857550903,31
646417956,25
839692506,24
597928728,34
470274319,37
427892728,16
750002093,25
164357426,31
556572498,38
196337710,31
327619621,33
873553410,26
979956440,27
399075189,32
421918114,26
521060687,25
730638261,29
611481869,30
761118168,30
226851210,27
593415200,29
201254718,25
391323223,38
607236889,15
577537507,30
801629187,32
830648037,37
276775233,20
337938230,25
124973030,33
302439627,28
135822943,31
824972140,24
469327676,20
812252932,23
147105252,28
559279554,26
302128766,35
531012677,24
140215932,18
686683009,20
418697877,30
383230831,25
297735466,25
361889196,28
989085025,27
921580585,23
914116001,38
477821981,30
781078908,21
629083507,25
414335642,30
927067899,32
467664607,21
605803437,27
334190093,25
539723795,35
776636852,23
603625373,33
216449176,33
360896225,20
234490559,30
604606135,31
586418418,23
214061086,17
454729825,30
290208350,25
691858261,28
928470782,31
313842144,28
115837634,20
733647131,27
389176342,26
977383993,30
461451516,26
743917915,19
518121753,30
879129338,30
163279740,27
105492788,23
480136294,17
940697363,22
477525567,28
698829068,22
112933422,27
593231810,29
222709813,13
334788047,18
173784221,25
146979648,33
720274784,27
765991690,25
450925624,31
467915198,25
221778646,31
488329539,25
758734534,31
493494400,24
145127616,33
677974469,24
537981648,25
252397667,24
796197492,28
452513143,34
197967446,26
648864945,26
910232032,34
356389357,25
794684717,20
506809716,26
518721530,30
613282308,29
360146845,36
224419444,23
299836053,27
943001124,29
637655164,25
801936908,30
165749503,26
667500698,25
158914963,24
778082545,22
956196718,23
124681830,26
554149854,23
739862946,19
986050459,31
727617495,30
312847714,19
818178897,34
614532708,27
271522930,26
626810601,23
473825714,22
818134958,21
766299232,29
244055300,31
877197653,17
600916656,28
971027671,35
786320261,31
110019694,13
379908997,37
459616472,33
783560840,30
762539395,28
786382903,26
233945195,26
555110059,28
531854984,28
873612012,27
287854224,34
276936575,24
307068925,26
470459038,31
374154428,28
535458018,29
770835804,26
325461245,23
539286032,35
588595841,29
163567842,20
934905871,34
163478094,27
193789406,37
802142709,21
975011415,34
678694513,30
820602797,35
340539512,28
496835416,30
915714920,24
736151873,25
669703807,28
162604679,21
629716515,25
862415649,20
907420205,30
190692209,22
158020985,26
948159112,21
947550672,29
779970707,30
165206485,30
795633857,27
489828891,33
769782294,30
343334727,22
714770675,25
225243063,35
214714051,27
665171530,21
973968917,31
226303555,26
912303007,26
631075405,27
535123891,33
783479691,28
612105699,28
879322326,21
622498488,33
319843671,19
530779059,33
185561599,25
317938654,29
394220651,24
584060710,21
575132469,25
661514127,28
423948781,32
292893312,22
522525118,20
136277515,33
246729927,28
938356677,28
222993327,22
260171796,37
612775063,25
931534438,21
681934957,27
158698329,24
365194970,22
309441098,31
157333428,27
